csu,variable,shock,horizon,irf
aave_v3_avalanche,basket_return,return_shock,2,0.009821791779874396
aave_v3_avalanche,basket_return,return_shock,3,0.0007475259475853258
aave_v3_avalanche,basket_return,return_shock,4,0.00025252791354633797
aave_v3_avalanche,basket_return,return_shock,5,4.607998455288849e-05
aave_v3_avalanche,basket_return,return_shock,6,1.0180631943317954e-05
aave_v3_avalanche,basket_return,return_shock,7,2.101028976528005e-06
aave_v3_avalanche,basket_return,return_shock,8,4.438384469075684e-07
aave_v3_avalanche,basket_return,return_shock,9,9.30029206149013e-08
aave_v3_avalanche,basket_return,return_shock,10,1.954274138973262e-08
aave_v3_avalanche,basket_return,return_shock,11,4.102540469868254e-09
aave_v3_avalanche,basket_return,return_shock,12,8.615215349442309e-10
aave_v3_avalanche,basket_return,return_shock,13,1.808959763389148e-10
aave_v3_avalanche,basket_return,return_shock,14,3.798473961455716e-11
aave_v3_avalanche,basket_return,return_shock,15,7.97596704366896e-12
aave_v3_avalanche,basket_return,return_shock,16,1.674787234269214e-12
aave_v3_avalanche,basket_return,return_shock,17,3.51669908329798e-13
aave_v3_avalanche,basket_return,return_shock,18,7.384328787093345e-14
aave_v3_avalanche,basket_return,return_shock,19,1.5505535003685124e-14
aave_v3_avalanche,basket_return,return_shock,20,3.255835964525614e-15
aave_v3_avalanche,basket_return,return_shock,21,6.836570019321144e-16
aave_v3_avalanche,basket_return,return_shock,22,1.4355357740946547e-16
aave_v3_avalanche,basket_return,return_shock,23,3.014322894327693e-17
aave_v3_avalanche,basket_return,return_shock,24,6.32944346233668e-18
aave_v3_avalanche,basket_return,return_shock,25,1.3290498706867078e-18
aave_v3_avalanche,basket_return,return_shock,26,2.7907249183808475e-19
aave_v3_avalanche,basket_return,return_shock,27,5.859934786139294e-20
aave_v3_avalanche,basket_return,return_shock,28,1.2304629335598598e-20
aave_v3_avalanche,basket_return,return_shock,29,2.583713106225129e-21
aave_v3_avalanche,basket_return,return_shock,30,5.4252535636955475e-22
aave_v3_avalanche,basket_return,liquidation_shock,0,0.0
aave_v3_avalanche,basket_return,liquidation_shock,1,-0.02936227715210872
aave_v3_avalanche,basket_return,liquidation_shock,2,-0.004031401376974851
aave_v3_avalanche,basket_return,liquidation_shock,3,-0.0010016134036814018
aave_v3_avalanche,basket_return,liquidation_shock,4,-0.0001990447253861219
aave_v3_avalanche,basket_return,liquidation_shock,5,-4.2614526754638805e-05
aave_v3_avalanche,basket_return,liquidation_shock,6,-8.888604664677954e-06
aave_v3_avalanche,basket_return,liquidation_shock,7,-1.8707478660242282e-06
aave_v3_avalanche,basket_return,liquidation_shock,8,-3.9250310441533973e-07
aave_v3_avalanche,basket_return,liquidation_shock,9,-8.244025084833027e-08
aave_v3_avalanche,basket_return,liquidation_shock,10,-1.7309055381825122e-08
aave_v3_avalanche,basket_return,liquidation_shock,11,-3.6346579848880253e-09
aave_v3_avalanche,basket_return,liquidation_shock,12,-7.631928773946642e-10
aave_v3_avalanche,basket_return,liquidation_shock,13,-1.602550744038524e-10
aave_v3_avalanche,basket_return,liquidation_shock,14,-3.365014534443994e-11
aave_v3_avalanche,basket_return,liquidation_shock,15,-7.065825442402308e-12
aave_v3_avalanche,basket_return,liquidation_shock,16,-1.4836743383474507e-12
aave_v3_avalanche,basket_return,liquidation_shock,17,-3.115403924694445e-13
aave_v3_avalanche,basket_return,liquidation_shock,18,-6.541692214117977e-14
aave_v3_avalanche,basket_return,liquidation_shock,19,-1.3736176495245152e-14
aave_v3_avalanche,basket_return,liquidation_shock,20,-2.8843078639889167e-15
aave_v3_avalanche,basket_return,liquidation_shock,21,-6.056439274556491e-16
aave_v3_avalanche,basket_return,liquidation_shock,22,-1.2717247386749117e-16
aave_v3_avalanche,basket_return,liquidation_shock,23,-2.670354210220739e-17
aave_v3_avalanche,basket_return,liquidation_shock,24,-5.607181640997579e-18
aave_v3_avalanche,basket_return,liquidation_shock,25,-1.1773900944017768e-18
aave_v3_avalanche,basket_return,liquidation_shock,26,-2.4722713176219274e-19
aave_v3_avalanche,basket_return,liquidation_shock,27,-5.191249269916028e-20
aave_v3_avalanche,basket_return,liquidation_shock,28,-1.0900530532496241e-20
aave_v3_avalanche,basket_return,liquidation_shock,29,-2.288881918626937e-21
aave_v3_avalanche,basket_return,liquidation_shock,30,-4.806170141717316e-22
aave_v3_avalanche,liquidation,return_shock,0,-0.19981575589871708
aave_v3_avalanche,liquidation,return_shock,1,-0.2538108021487582
aave_v3_avalanche,liquidation,return_shock,2,-0.03789733772348521
aave_v3_avalanche,liquidation,return_shock,3,-0.009076744064738637
aave_v3_avalanche,liquidation,return_shock,4,-0.0018245885777636178
