csu,variable,shock,horizon,irf
aave_v3_avalanche,liquidation,return_shock,14,-2.8107543037835064e-10
aave_v3_avalanche,liquidation,return_shock,15,-5.901994501066893e-11
aave_v3_avalanche,liquidation,return_shock,16,-1.2392944266666202e-11
aave_v3_avalanche,liquidation,return_shock,17,-2.602257499819137e-12
aave_v3_avalanche,liquidation,return_shock,18,-5.464192800692128e-13
aave_v3_avalanche,liquidation,return_shock,19,-1.1473654545259498e-13
aave_v3_avalanche,liquidation,return_shock,20,-2.4092258905922634e-14
aave_v3_avalanche,liquidation,return_shock,21,-5.058867149626318e-15
aave_v3_avalanche,liquidation,return_shock,22,-1.0622555948445745e-15
aave_v3_avalanche,liquidation,return_shock,23,-2.2305131084582845e-16
aave_v3_avalanche,liquidation,return_shock,24,-4.683607928855033e-17
aave_v3_avalanche,liquidation,return_shock,25,-9.834590592112144e-18
aave_v3_avalanche,liquidation,return_shock,26,-2.0650569727960732e-18
aave_v3_avalanche,liquidation,return_shock,27,-4.336184878232214e-19
aave_v3_avalanche,liquidation,return_shock,28,-9.105075330063697e-20
aave_v3_avalanche,liquidation,return_shock,29,-1.9118741265472836e-20
aave_v3_avalanche,liquidation,return_shock,30,-4.014533151297619e-21
aave_v3_avalanche,liquidation,liquidation_shock,0,0.5372632825894834
aave_v3_avalanche,liquidation,liquidation_shock,1,0.09836731477684238
aave_v3_avalanche,liquidation,liquidation_shock,2,0.021705052735547074
aave_v3_avalanche,liquidation,liquidation_shock,3,0.004481290712262309
aave_v3_avalanche,liquidation,liquidation_shock,4,0.0009465231825753231
aave_v3_avalanche,liquidation,liquidation_shock,5,0.0001983468211136069
aave_v3_avalanche,liquidation,liquidation_shock,6,4.167795541376445e-05
aave_v3_avalanche,liquidation,liquidation_shock,7,8.749363725288095e-06
aave_v3_avalanche,liquidation,liquidation_shock,8,1.8373369474445981e-06
aave_v3_avalanche,liquidation,liquidation_shock,9,3.857908281268388e-07
aave_v3_avalanche,liquidation,liquidation_shock,10,8.100876925438225e-08
aave_v3_avalanche,liquidation,liquidation_shock,11,1.7010076613487176e-08
aave_v3_avalanche,liquidation,liquidation_shock,12,3.571762287608226e-09
aave_v3_avalanche,liquidation,liquidation_shock,13,7.499945687856238e-10
aave_v3_avalanche,liquidation,liquidation_shock,14,1.5748309232457981e-10
aave_v3_avalanche,liquidation,liquidation_shock,15,3.306813217602619e-11
aave_v3_avalanche,liquidation,liquidation_shock,16,6.943611680956433e-12
aave_v3_avalanche,liquidation,liquidation_shock,17,1.4580122576284026e-12
